visitorid,recency,frequency,monetary
191632,22,1,1
191637,25,2,8
191886,33,1,2
191952,121,1,1
191994,116,1,1
192030,78,1,1
192298,40,1,1
192352,45,1,2
192511,53,1,1
192595,90,1,1
192619,35,1,1
192890,66,1,6
193036,86,1,1
193126,87,1,1
193268,59,1,1
193622,67,1,1
193864,18,1,1
193924,95,1,1
193936,38,1,1
194416,113,1,1
194560,69,1,1
194644,25,1,1
194818,76,1,1
195248,100,1,1
195534,127,1,1
195623,100,1,1
195657,36,1,1
195721,80,1,2
195807,81,1,1
195911,62,1,1
195919,46,1,1
196024,31,1,3
196046,108,1,1
196080,94,1,1
196114,116,1,1
196128,106,1,2
196181,85,2,5
196502,108,1,1
196902,72,1,1
197230,134,1,1
197290,45,1,1
197366,72,1,1
197491,45,1,1
197547,124,1,1
197548,129,1,1
197559,132,1,1
197591,97,1,1
197686,90,2,2
197879,131,1,1
197926,10,1,1
197971,70,1,1
198045,42,1,2
198145,98,1,1
198153,1,10,10
198270,2,88,104
198299,66,1,1
198573,16,1,4
198764,102,1,1
198921,70,1,1
199033,35,1,1
199153,26,1,1
199297,53,1,1
199473,64,1,1
199880,102,1,1
199919,128,1,1
199929,116,1,1
200073,65,1,2
200161,136,1,1
200262,72,1,1
200329,128,1,1
200442,85,1,2
200454,38,1,1
200559,53,3,4
200742,39,1,1
200824,78,1,1
201005,125,1,1
201024,87,1,1
201183,29,2,2
201495,134,1,3
201690,84,1,1
201718,70,1,1
202009,120,1,1
202080,25,1,2
202290,81,1,1
202410,74,1,1
202449,118,1,1
202825,24,1,1
202835,42,1,1
203017,37,1,2
203051,4,1,3
203197,24,1,1
203225,67,1,1
203482,113,1,1
203490,61,1,3
203525,20,1,1
203561,134,1,1
203639,114,1,2
203828,26,1,2
203851,51,1,1
203955,19,1,1
203974,50,1,1
204097,78,1,1
204101,61,1,1
204180,136,1,2
204276,42,1,1
204328,44,1,1
204341,80,1,1
204392,84,1,1
204458,69,1,1
204496,81,1,1
204831,93,1,1
204853,35,1,1
204995,91,1,1
205085,88,1,1
205139,85,1,1
205203,6,1,1
205453,16,1,1
205501,29,1,1
206021,135,1,1
206078,113,1,1
206238,87,1,1
206291,34,1,1
207043,105,1,1
207157,72,1,1
207360,13,1,1
207663,25,1,3
207737,124,1,1
207917,107,1,1
208352,31,1,1
208452,81,1,1
208539,74,1,1
208560,106,1,2
208662,11,3,3
208678,78,1,1
208998,133,1,1
209170,115,1,1
209317,26,1,1
209372,72,1,1
209395,44,1,1
209415,21,1,1
209453,30,1,1
209550,39,1,1
209557,60,1,1
209591,126,1,1
209895,6,1,1
209918,134,1,2
209959,123,1,1
209964,121,1,3
210176,121,1,1
210282,67,1,1
210349,53,1,1
210388,115,1,1
210644,63,1,4
210860,115,1,1
211122,20,1,1
211130,42,1,1
211211,127,1,1
211269,99,1,1
211278,93,1,1
211300,83,1,1
211412,49,1,2
211550,78,1,1
211574,98,2,2
211590,114,1,1
211706,59,1,3
211887,88,1,1
212213,54,1,1
212442,134,1,2
212610,65,1,1
212886,35,1,1
213089,97,1,1
213098,103,1,1
213137,79,1,1
213145,102,16,18
213213,133,1,1
213240,108,1,1
213276,73,1,2
213323,23,1,1
213330,45,1,1
213378,25,1,1
213393,92,1,1
213467,23,1,1
213518,77,1,1
213865,42,1,1
213901,7,1,1
213910,92,1,1
214083,45,1,1
214105,38,1,2
214193,31,1,2
214421,134,1,1
214426,73,1,1
214479,14,1,5
214762,93,1,1
214786,53,1,1
214957,78,1,1
214985,130,1,1
215049,53,1,6
215082,53,1,1
215257,81,1,1
215474,89,1,1
215703,55,1,1
215902,110,1,1
216020,60,1,1
216160,129,1,1
216471,52,1,2
216650,138,1,1
216662,12,2,2
216984,64,1,1
216994,73,1,1
217089,95,1,1
217214,31,1,1
217419,40,1,2
217712,74,1,1
217773,4,1,1
217982,93,1,1
218081,49,1,1
218217,132,2,2
218274,42,1,1
218469,64,1,1
218640,51,1,1
218648,36,19,22
218658,18,1,1
218828,20,6,6
218871,125,1,1
219013,123,1,1
219105,63,1,1
219332,12,1,1
219588,11,1,2
219768,10,1,1
219788,66,3,13
219874,30,1,1
219932,44,1,1
220099,24,1,1
220296,89,1,1
220300,23,1,1
220379,125,1,1
220386,124,1,1
220404,79,1,1
220481,36,1,1
220840,66,4,4
220911,87,1,1
220948,60,1,1
221046,86,1,1
221055,75,1,1
221099,97,2,2
221176,137,1,1
221190,106,1,1
221211,60,1,1
221249,113,1,3
221331,14,1,1
221662,1,1,1
221764,117,1,1
221809,114,1,1
221868,4,1,2
221900,101,1,1
221998,68,1,1
222046,39,8,17
222174,74,1,2
222350,128,1,2
222411,39,1,1
222425,39,1,1
222459,129,1,1
222475,53,1,1
222534,66,1,1
222570,71,1,1
222575,78,1,1
222696,94,1,1
223283,78,1,1
223303,130,1,1
223493,58,1,1
223972,35,1,1
223996,127,2,2
224248,33,1,1
224497,110,1,1
224553,8,1,1
224732,48,3,3
224773,72,1,1
224777,53,1,2
224781,12,1,1
224841,96,1,1
224855,53,1,2
224928,87,1,3
225006,126,1,1
225030,49,1,1
225043,41,1,2
225053,87,1,1
225109,61,1,1
225267,10,1,1
225607,46,1,1
225633,21,1,1
225737,91,1,1
225810,27,1,1
225852,64,1,2
225865,62,1,1
225936,14,1,1
225990,100,1,1
226068,123,1,1
226075,106,1,1
226080,40,1,1
226088,81,1,1
226117,119,1,1
226251,50,1,1
226296,31,1,1
226308,98,1,1
226445,9,1,2
226547,108,1,1
226726,83,1,1
226943,124,1,1
226999,46,1,1
227054,124,1,1
227091,113,53,53
227174,40,1,1
227343,58,1,1
227571,128,1,1
227781,5,1,4
227926,17,1,5
228040,119,1,1
228175,67,1,1
228280,114,1,2
228608,7,1,1
228610,129,1,1
228703,107,1,1
229076,49,1,1
229157,15,1,1
229291,64,1,1
229321,95,1,1
229432,45,1,1
229502,13,1,1
229737,126,2,2
229841,56,1,1
229868,73,1,1
229872,91,1,1
230215,3,2,3
230233,80,1,1
230237,70,1,2
230380,114,1,1
230478,114,1,1
230498,93,1,1
230526,74,1,1
230847,17,1,1
231047,55,1,2
231131,26,1,1
231156,54,1,1
231275,61,1,1
231565,137,1,1
231570,24,1,2
231740,72,1,1
231908,33,1,1
232097,72,1,1
232133,111,1,1
232227,25,1,1
232235,126,1,1
232275,116,1,1
232278,74,1,1
232309,63,1,4
232337,84,1,1
232491,101,1,1
232605,127,1,1
232636,57,1,1
233038,62,1,1
233054,66,1,1
233092,10,1,1
233156,92,1,1
233297,46,1,3
233323,28,1,1
233349,96,1,1
233733,13,1,1
233862,134,1,1
233899,101,1,1
233979,93,2,12
234161,112,1,1
234318,135,1,1
234475,113,1,1
234593,8,1,2
234870,119,1,1
234941,10,1,2
235067,81,1,1
235387,78,1,1
235392,127,2,2
235460,3,1,1
235498,57,1,1
235560,137,1,1
235606,81,1,1
235906,114,1,1
236158,81,1,1
236211,98,1,1
236213,29,2,2
236229,67,1,1
236392,74,1,1
236507,134,1,1
236545,65,1,2
236747,31,1,1
236800,100,1,1
236963,23,1,1
237072,13,1,1
237262,71,1,1
237278,135,1,1
237286,70,1,1
237326,74,1,2
237408,124,1,1
237434,87,1,1
237467,1,1,1
237497,124,1,1
237521,125,1,1
237573,56,1,1
237614,102,1,1
237865,60,1,3
237886,4,1,1
238199,37,1,2
238270,2,1,1
238300,50,1,1
238432,8,1,1
238437,55,1,1
238442,87,1,1
238511,101,1,1
238722,65,1,1
238781,40,1,1
238831,127,1,1
238847,116,1,1
239279,17,1,1
239319,99,1,1
239362,56,1,1
239439,13,1,1
239564,82,1,4
239825,50,1,1
239974,62,1,1
240176,46,1,1
240222,61,1,1
240290,6,1,1
240463,127,1,1
240496,48,1,1
240556,120,1,2
240564,115,1,1
240645,111,1,1
240800,18,1,1
240998,31,4,16
241145,62,1,3
241246,110,1,2
241356,33,1,2
241583,66,1,1
241743,25,1,1
241863,102,1,1
242105,15,2,5
242485,75,1,1
242520,95,1,1
242567,43,1,1
242654,36,1,3
242663,35,1,1
242740,39,1,1
242826,26,1,1
242861,46,1,1
242985,73,1,1
243025,85,3,3
243070,57,1,2
243182,51,1,1
243572,120,1,1
243592,3,1,1
243636,86,2,2
243939,7,1,1
244123,14,1,5
244468,61,2,2
244531,35,1,1
244553,34,1,1
244556,46,1,1
244583,116,1,1
244603,127,1,1
244756,23,3,5
244835,36,1,2
244838,72,1,1
244853,91,1,4
245293,52,1,2
245608,86,1,1
245765,24,1,1
245770,62,1,1
245823,10,1,2
245983,20,1,1
246158,119,2,2
246235,87,1,1
246785,36,1,7
246796,42,1,2
246828,124,1,2
246992,120,1,1
247005,134,1,1
247024,6,1,1
247235,4,124,132
247247,60,1,1
247560,18,1,1
247916,116,1,1
247967,17,1,1
248411,72,1,2
248428,112,1,1
248503,119,1,1
248599,8,2,2
248671,102,1,2
248679,77,22,30
248810,85,1,1
248845,70,1,1
248848,35,1,1
248925,3,1,2
249017,116,1,1
249053,81,1,1
249061,136,1,1
249074,123,1,1
249247,108,1,1
249286,137,1,1
249439,65,1,1
249658,8,1,1
249902,116,1,1
250080,53,1,1
250139,62,1,2
250146,44,1,3
250187,67,1,1
250252,128,1,2
250357,116,1,1
250372,65,1,3
250393,70,1,1
250437,117,1,1
250527,90,1,1
250678,11,1,1
250943,24,1,1
251091,95,1,1
251707,11,2,2
251892,107,1,1
251942,114,1,1
252249,94,1,1
252258,33,1,1
252415,74,1,1
252492,49,1,1
252812,27,1,1
252840,104,1,2
252977,62,1,1
253004,134,1,1
253109,7,1,2
253213,42,2,2
253328,46,1,1
253365,110,2,2
253371,19,1,1
253391,111,1,1
253399,9,1,1
253756,137,1,1
253867,51,1,1
253920,70,1,1
253924,106,1,1
254126,27,1,1
254130,74,1,1
254146,128,1,4
254328,40,3,16
254367,68,1,1
254579,19,1,1
254621,108,1,1
254754,23,1,1
254893,81,2,2
255006,10,1,1
255309,105,1,1
255389,88,1,1
255393,107,1,2
255918,13,1,4
256094,38,2,2
256429,11,2,2
256465,101,1,1
256505,107,1,1
256544,135,1,1
256726,70,1,1
256781,19,1,1
256821,44,1,1
256877,47,1,1
256880,115,1,1
257248,10,1,1
257291,60,1,1
257462,44,1,1
257726,49,1,2
257912,32,1,1
258107,44,1,1
258317,18,1,2
258336,6,1,1
258434,116,1,1
258502,126,1,1
258538,137,1,1
259050,35,1,1
259169,78,1,1
259178,50,1,1
259214,127,1,1
259278,110,6,6
259305,51,1,1
259827,30,1,1
259928,130,1,1
260032,56,1,1
260491,99,1,1
260578,113,1,1
260753,130,1,1
260868,118,1,1
260971,7,1,1
261238,7,1,4
261301,108,1,1
261325,63,1,1
261362,122,1,1
261507,36,1,1
261643,43,1,1
261667,60,1,1
261693,25,1,1
261694,37,1,1
261793,97,1,1
261807,55,1,1
261883,92,1,1
261889,124,1,1
261902,24,1,2
262357,29,3,3
262508,73,1,1
262607,108,1,1
263161,93,1,1
263205,98,1,1
263391,108,2,2
263462,104,1,2
263733,21,2,2
263746,42,1,1
263783,25,1,1
263974,121,1,1
264044,44,1,1
264190,60,2,2
264361,37,1,1
264398,107,1,1
264597,126,1,1
264607,126,1,1
264653,14,1,1
264716,98,1,2
264734,96,1,1
264810,28,1,1
264847,3,1,1
264883,81,2,2
264899,62,1,1
265273,17,1,1
265295,58,1,1
265486,24,1,2
265568,78,1,1
265643,56,1,1
265645,125,1,1
265778,10,1,4
265832,94,1,1
265897,63,3,3
265968,6,1,1
266201,22,1,1
266350,2,1,1
266417,1,1,2
266464,1,1,1
266582,94,1,1
266610,18,1,1
266666,22,1,1
266693,105,1,1
266762,107,1,1
266892,20,1,1
267116,65,1,1
267136,23,1,1
267357,105,1,1
267731,60,1,1
267735,71,1,1
267818,49,1,1
267822,87,1,1
267861,51,1,1
267973,52,1,1
268155,74,1,2
268221,71,1,1
268239,47,1,1
268264,94,1,1
268342,116,1,1
268385,102,1,1
268428,104,1,2
268430,45,1,1
268571,60,1,1
268657,76,1,2
268741,135,1,1
268994,74,1,1
268999,81,1,1
269109,95,1,1
269127,32,1,10
269245,52,1,1
269284,116,1,1
269434,122,1,1
269448,21,1,1
269618,100,1,1
269635,131,1,1
269813,55,1,1
269879,86,1,1
270248,32,1,1
270362,102,1,2
270464,35,1,2
270492,100,1,1
270562,31,1,1
270632,10,1,1
270876,136,1,1
271086,32,1,1
271333,66,1,1
271410,77,1,1
271466,54,1,1
271486,45,1,2
271719,59,1,1
271800,91,1,1
271884,92,1,1
272096,127,1,1
272457,112,2,2
272853,74,2,2
272883,50,1,4
273341,42,1,4
273362,58,1,1
273385,108,1,1
273406,109,1,6
273431,107,1,1
273600,74,1,4
273630,17,2,2
273697,50,1,1
273772,43,1,3
273814,49,1,1
273853,25,1,1
273910,39,2,4
274064,59,1,1
274152,102,1,1
274515,48,1,1
274886,61,1,1
274980,60,2,2
274981,4,1,1
275428,22,1,1
275692,59,1,1
275715,65,1,1
275823,80,1,1
275832,113,1,1
275833,67,1,1
275836,69,1,1
275846,86,1,1
276016,32,1,1
276034,36,1,1
276149,110,1,1
276165,30,1,1
276207,72,1,1
276382,82,1,1
276464,133,1,1
276579,124,1,1
276809,21,1,1
277349,57,1,1
277476,81,1,1
277488,87,1,1
277576,73,1,1
277873,58,1,1
277968,7,1,1
278041,80,1,1
278088,42,1,1
278097,79,1,1
278171,115,1,1
278265,19,1,1
278574,126,1,1
278647,25,1,1
278771,69,2,3
278831,114,1,1
278940,129,1,5
278967,31,1,1
279034,21,1,1
279142,95,1,1
279193,31,1,1
279406,117,7,7
279466,51,1,1
279677,84,1,1
279856,36,1,1
279876,94,1,2
280031,112,1,1
280361,21,1,13
280692,72,1,1
280722,115,1,1
280750,54,1,1
280912,136,1,1
281161,18,1,1
281202,36,1,1
281359,116,1,1
281553,71,1,2
281703,38,1,1
281778,16,1,1
281978,119,1,1
282233,134,1,1
282289,80,2,3
282440,17,1,2
282705,109,1,1
282887,30,1,2
283269,6,1,1
283477,11,2,13
283553,1,1,2
283568,91,1,1
283604,58,1,1
283621,60,1,4
283858,45,1,1
284251,95,1,1
284451,135,1,1
284631,133,1,1
284767,47,1,1
285368,80,1,2
285372,73,1,1
285918,120,1,1
286535,119,1,1
286553,119,1,1
286616,104,62,75
286780,103,1,1
286790,105,1,1
286923,77,1,1
287007,123,1,2
287022,127,1,1
287434,58,1,1
287470,24,1,1
287930,134,1,3
287996,36,1,1
288003,115,1,1
288061,91,2,2
288362,52,1,1
288422,115,1,1
288474,103,1,1
288488,80,1,2
288615,66,1,1
288665,85,1,1
288699,71,1,1
288843,25,1,1
288932,30,1,2
288956,123,1,2
289019,114,1,2
289113,14,1,1
289401,75,1,1
289418,32,1,1
289481,9,1,1
289491,73,1,1
289743,13,1,1
290073,64,1,1
290201,36,1,1
290203,48,1,1
290246,45,1,1
290356,66,1,1
290528,4,1,1
290565,91,1,1
290976,11,1,1
291195,122,1,1
291283,106,2,2
291284,121,1,1
291285,39,1,1
291472,93,1,2
291482,90,1,3
291938,123,1,1
291984,56,1,1
292065,67,1,1
292102,70,1,3
292344,5,1,2
292365,116,2,2
292466,122,1,1
292675,15,1,1
292706,43,1,2
292806,78,1,1
293077,115,1,1
293206,28,1,1
293501,70,1,1
293600,86,1,1
294027,62,1,1
294088,4,2,2
294152,57,1,1
294255,49,3,3
294269,123,1,1
294308,2,1,2
294377,3,1,1
294572,66,1,1
294613,29,1,1
294706,47,1,1
294970,93,1,1
294978,88,1,1
294981,85,1,1
295158,5,1,1
295182,38,1,1
295185,114,1,1
295217,119,1,1
295220,16,1,1
295358,51,1,1
295384,6,1,1
295435,36,1,1
295588,54,2,2
295727,15,1,1
295742,68,1,1
296024,81,1,1
296167,22,1,1
296218,101,1,1
296267,9,1,1
296401,80,2,2
296424,135,1,1
296431,1,1,1
296575,57,1,2
296577,128,1,3
296947,15,1,1
297008,69,1,1
297120,134,1,2
297634,8,1,1
297639,127,1,1
297795,5,1,1
297868,4,1,1
298070,131,1,1
298140,87,1,1
298235,15,1,1
298508,54,2,2
298539,28,1,1
298911,49,1,1
299049,123,1,1
299094,81,1,1
299259,77,1,1
299518,86,1,1
299636,113,1,1
299720,16,1,2
299845,49,1,1
300055,87,1,1
300118,86,1,1
300210,116,1,1
300259,58,1,1
300272,74,1,1
300311,138,1,1
300384,84,1,1
300421,45,1,1
300506,52,1,1
300882,108,1,1
300941,30,1,1
301177,71,1,1
301189,37,1,1
301201,106,1,1
301341,110,1,1
301487,48,1,1
301496,65,1,3
301846,102,1,1
302022,18,1,1
302094,44,1,1
302183,59,1,1
302190,24,1,2
302394,104,1,1
302488,93,1,1
302544,94,1,1
302769,118,2,3
303083,5,1,2
303100,63,1,1
303182,88,1,1
303244,95,1,1
303381,23,36,47
303406,74,1,1
303412,52,2,6
303436,103,1,1
303466,46,1,1
303469,94,1,1
303480,93,1,1
303586,66,1,1
303706,82,1,1
304325,90,1,2
304328,128,1,1
304654,113,1,1
304854,81,1,1
304883,22,2,2
305234,108,1,1
305404,61,2,2
305493,125,1,2
305506,28,1,1
305782,68,1,1
305819,8,1,1
306049,109,1,1
306294,35,1,1
306462,88,1,1
306586,67,1,1
306731,17,1,1
306738,74,1,1
306821,135,1,1
306887,53,1,1
307169,26,1,1
307264,108,1,1
307276,15,1,1
307488,85,1,1
307607,32,2,2
307781,25,1,1
307797,57,1,1
307943,93,1,1
308096,123,1,1
308204,121,1,1
308270,109,1,1
308342,113,1,1
308392,48,1,1
308421,46,3,3
308437,108,1,1
308506,14,1,1
308563,68,1,1
308565,94,1,1
308623,129,1,1
308817,28,1,1
308859,73,1,1
309192,30,1,1
309265,23,1,1
309435,4,1,1
309647,107,1,1
309763,69,2,3
309843,58,1,1
309864,2,1,1
309939,80,1,1
310032,12,1,2
310277,68,1,1
310326,22,1,1
310353,121,1,1
310425,74,1,1
310432,24,1,1
310500,106,1,1
310685,106,1,2
310748,25,1,1
310789,32,1,1
310867,67,1,1
310883,75,1,1
311205,22,1,2
311402,107,1,1
311522,3,1,1
311640,30,1,1
311886,85,1,1
312000,13,1,1
312036,72,1,1
312082,98,1,1
312100,93,1,1
312164,46,1,1
312233,44,1,1
312459,30,1,2
312582,66,1,4
312587,26,1,1
312771,76,1,1
312976,49,1,1
313075,13,1,1
313138,122,1,1
313179,86,1,1
313267,89,1,1
313346,23,1,1
313350,52,1,1
313563,86,1,1
314377,89,1,1
314388,52,1,1
314475,58,2,2
314555,89,1,1
314683,64,1,1
314747,103,1,1
314809,85,2,2
315018,94,1,1
315028,116,1,1
315252,94,1,1
315490,62,1,1
315721,65,1,1
315753,100,1,1
315951,124,1,1
316041,4,1,1
316151,30,1,1
316213,106,1,3
316216,84,1,1
316850,1,11,20
316968,81,2,2
317190,23,1,1
317198,64,1,1
317233,43,1,2
317553,122,1,1
317601,82,1,1
317833,19,1,2
317906,55,1,3
318197,71,1,1
318471,76,1,1
318506,135,1,1
318843,128,2,2
319380,91,2,2
319457,79,1,1
319468,132,1,1
319482,107,1,3
319880,71,1,1
320097,111,1,1
320142,46,1,2
320192,48,1,1
320195,17,1,1
320205,65,1,1
320272,31,2,2
320434,95,2,2
320547,37,2,2
320626,10,1,2
320871,50,1,1
320928,3,1,1
320993,73,1,1
321061,88,2,4
321109,130,1,1
321381,101,2,2
321418,86,1,1
321452,106,1,1
321555,45,1,1
321571,63,1,1
321577,26,2,2
321588,66,1,1
321756,137,1,1
321766,52,1,1
321851,58,1,1
322055,96,1,1
322310,45,1,1
322355,48,1,1
322407,109,2,2
322411,23,1,1
322645,94,1,1
322733,6,1,1
322871,54,1,2
323143,124,1,1
323221,135,1,1
323507,84,2,3
323687,8,3,3
323691,50,1,1
323896,43,1,1
323945,30,1,1
324330,104,1,1
324620,48,1,1
324681,23,1,1
325061,92,1,1
325157,7,1,1
325188,54,1,1
325190,11,1,1
325393,124,1,1
325589,66,1,1
325641,45,1,1
325687,98,2,2
325833,34,1,4
326049,24,2,2
326233,46,1,1
326274,111,1,1
326304,31,1,1
326595,32,1,1
326689,32,1,1
327031,27,1,3
327094,105,1,1
327098,87,1,1
327302,51,1,1
327372,75,1,1
327414,88,1,3
327437,84,1,2
327493,136,1,1
327548,110,1,1
327581,123,1,1
327687,16,2,2
327734,73,1,1
327932,29,1,1
328055,42,2,6
328126,109,1,1
328219,136,1,2
328309,121,1,1
328322,8,1,2
328364,83,1,1
328466,136,1,1
328736,112,1,2
328795,91,1,1
328911,84,1,1
329044,52,1,1
329154,45,1,1
329190,80,1,2
329317,67,1,4
329397,100,1,1
329490,19,1,1
329879,112,1,1
329963,46,1,1
330035,70,1,1
330222,16,1,1
330412,86,1,2
330418,121,1,1
330461,69,1,1
330462,116,1,1
330565,8,1,1
330628,23,1,1
330672,94,2,2
330675,119,1,1
330865,79,3,9
330959,127,1,1
331000,59,1,1
331162,28,1,1
331270,5,2,2
331366,32,2,4
331610,82,1,1
331639,117,1,1
331673,126,1,2
331713,114,1,1
331807,14,1,1
331815,136,1,1
331925,31,2,11
331980,13,1,1
332225,57,1,1
332232,18,1,1
332997,104,1,1
333147,71,1,1
333296,93,2,4
333607,9,1,1
333746,108,1,1
334079,74,1,1
334292,31,1,1
334469,7,1,2
334471,50,1,3
334518,67,1,1
334686,43,1,3
334690,71,1,3
334748,67,1,1
334971,32,1,1
335184,84,1,1
335188,42,1,1
335297,105,1,1
335628,71,1,1
335768,68,1,1
336088,88,1,1
336149,43,2,2
336290,99,1,2
336360,78,1,1
336577,53,1,1
336596,39,1,1
336757,58,1,1
336940,71,1,1
337282,105,1,1
337316,30,1,1
337338,30,1,1
337411,99,1,1
337718,92,1,1
337843,46,2,2
338364,25,1,1
338429,95,1,1
338801,107,1,1
338911,30,1,1
339526,10,1,7
339765,117,1,1
339811,84,1,1
339944,74,1,1
340001,128,2,2
340007,51,1,1
340182,102,1,2
340196,8,1,1
340689,72,1,1
340753,53,1,1
340941,87,1,1
341098,101,1,1
341179,44,1,1
341188,75,1,1
341195,115,1,1
341353,32,1,1
341418,54,1,1
341443,14,1,3
341476,127,1,1
341714,29,1,1
341900,57,2,2
342236,128,1,1
342244,40,1,1
342306,88,1,2
342381,84,1,1
342540,53,1,1
342640,7,1,1
342707,121,1,2
343016,24,1,1
343137,99,2,2
343221,9,1,1
343270,101,1,1
343274,96,1,1
343283,15,1,1
343404,100,1,1
343412,84,1,1
343559,122,2,4
343659,61,1,1
343835,129,1,1
343950,85,1,1
344013,50,1,1
344271,78,1,1
344293,44,1,2
344688,81,1,1
344727,78,1,2
344959,114,1,1
345160,61,1,2
345244,46,2,2
345276,92,9,9
345425,23,1,1
345558,69,1,1
345560,38,1,1
345673,47,1,1
345781,137,1,1
345850,87,1,1
345939,32,1,1
346127,39,1,3
346132,81,1,1
346166,135,1,1
346276,115,1,1
346288,93,1,1
346346,119,1,1
346366,42,1,1
346435,44,1,1
346453,46,1,1
346597,28,3,9
346615,136,1,1
346657,5,1,1
346760,75,1,1
346832,2,1,1
346862,45,2,2
346907,11,1,1
346981,38,1,1
347176,12,1,1
347354,127,1,1
347454,74,1,1
347598,74,4,6
347610,2,3,5
347686,14,1,2
347697,64,1,1
347756,59,1,2
347814,95,1,1
347819,134,1,1
347937,89,1,1
347953,4,1,1
347996,4,1,1
348025,31,1,1
348159,38,1,1
348256,87,1,1
348399,25,1,2
348484,120,1,1
348579,52,1,1
348755,100,1,1
348983,17,1,1
348985,53,1,1
349186,85,1,1
349352,84,1,1
349390,9,1,1
349686,8,1,1
349713,7,1,2
349879,132,1,1
350026,73,1,1
350045,19,1,1
350176,99,1,1
350453,52,1,1
350566,104,92,112
350678,45,1,1
350733,10,1,1
350839,80,1,1
351199,51,2,2
351211,54,1,2
351630,67,1,1
351661,38,1,1
351730,45,1,1
351979,77,1,1
352193,104,1,1
353070,8,1,1
353096,111,1,1
353143,111,1,1
353262,78,1,1
353389,134,1,1
353643,29,1,1
353891,67,1,1
353930,81,1,1
354324,106,1,1
354368,63,1,1
354436,30,1,1
354447,85,1,2
354554,96,3,3
354579,71,1,2
354660,21,1,2
354704,26,1,1
354751,94,1,1
354752,11,1,1
354764,60,1,1
354766,80,1,3
355053,46,1,1
355056,67,1,1
355146,130,1,3
355297,1,1,1
355334,87,1,1
355392,29,1,1
355706,87,1,1
355834,8,1,5
355934,44,1,1
356231,25,1,1
356300,22,1,1
356329,9,1,1
356340,71,1,1
356571,43,1,1
356818,72,1,2
356890,122,1,1
357181,95,1,1
357339,100,1,1
357597,105,1,1
357740,32,1,1
358407,113,1,1
358516,101,12,13
358631,84,1,1
358674,53,1,1
358806,62,2,2
359044,35,1,1
359094,94,1,1
359145,88,1,1
359146,14,1,1
359293,16,1,1
359448,42,1,1
359647,67,1,1
359681,115,1,1
359742,91,1,1
359890,39,1,1
359914,1,1,1
359960,36,1,1
360237,127,1,1
360394,67,1,1
360552,36,2,2
360742,78,1,1
360945,85,1,1
361041,2,1,1
361066,41,1,1
361291,17,2,2
361302,109,1,1
361339,16,1,1
361387,107,2,2
361527,120,1,1
361876,124,1,2
361960,87,1,1
362141,135,1,1
362910,121,1,1
363277,11,1,2
363402,29,1,1
363577,24,1,1
363924,46,1,1
364073,27,1,1
364212,135,1,1
364536,94,1,1
364726,135,1,1
364892,54,1,1
365060,5,1,1
365135,105,1,1
365136,79,1,1
365194,52,1,1
365315,8,1,2
365347,15,1,1
365832,50,1,1
365845,83,1,1
365905,32,1,1
365962,9,3,3
366202,110,1,1
366204,105,1,1
366331,66,1,1
366364,86,1,1
366382,10,2,2
366436,54,1,1
366464,60,1,1
366509,46,1,1
366614,121,1,1
366681,134,1,2
366706,80,1,1
366742,54,1,1
366799,85,2,2
366911,15,1,1
367079,77,1,1
367087,93,1,1
367291,134,1,1
367301,116,1,1
367329,95,1,1
367376,109,1,1
367485,15,1,1
367586,36,1,1
367862,72,1,1
367987,19,1,1
368033,66,1,1
368241,53,1,1
368444,6,1,1
368499,11,1,1
368611,117,1,1
368787,113,1,1
368807,119,1,1
368819,88,1,1
369102,71,1,1
369168,66,1,2
369254,17,1,1
369374,24,1,1
369432,59,1,1
369433,5,1,1
369533,66,1,1
369557,135,1,1
369973,31,1,1
370007,101,1,1
370053,81,1,1
370154,78,1,1
370237,124,1,2
370331,92,1,1
370541,136,1,1
370552,9,1,1
370681,47,2,2
370723,104,1,2
370759,99,1,1
370800,122,1,1
370863,125,1,1
370928,57,1,1
371540,58,1,1
371604,92,44,48
371606,61,79,94
371654,68,1,1
371700,59,2,2
371711,47,1,1
371733,95,1,1
371760,88,1,1
371941,108,1,1
372048,69,1,1
372352,8,1,1
372354,19,1,1
372447,11,1,1
372549,92,1,1
372609,79,1,1
372661,101,1,1
372687,46,1,1
372748,133,1,2
373098,19,1,1
373182,88,1,1
373194,18,1,1
373274,87,2,2
373601,74,1,1
373850,33,1,1
373852,15,3,3
373906,37,1,1
373992,10,1,1
374076,57,1,1
374417,71,1,1
374477,47,1,1
374586,74,1,1
374587,58,1,1
374700,45,1,1
374805,15,1,4
374903,114,1,1
374927,79,1,1
374933,57,2,2
375068,25,2,2
375095,54,1,1
375110,102,1,1
375608,51,1,1
375703,117,1,1
375760,73,1,1
375772,111,1,1
375934,120,2,2
376236,114,1,1
376250,14,3,3
376440,45,1,1
376507,30,1,1
376557,86,1,1
376591,84,1,1
376721,22,1,4
376837,130,1,1
376897,73,1,1
376905,64,1,1
377073,112,1,1
377478,111,1,1
377483,137,1,1
377569,73,1,1
377699,78,1,1
377978,10,1,2
377992,136,1,2
378296,127,1,1
378396,102,1,2
379008,138,2,2
379036,54,1,1
379058,96,1,10
379092,110,1,1
379340,21,1,1
379363,21,1,1
379562,79,1,1
379698,60,1,1
379844,77,1,1
379864,107,1,1
379894,3,1,1
379925,41,1,2
379932,136,14,15
